file_path,test_id,issue_severity,issue_confidence,col_offset,end_col_offset,line_range,commit,commit_number,fix_commit,fix_commit_number
torch/_inductor/codecache.py,B103,MEDIUM,HIGH,20,46,1,acca9b9cb0a38b2eb1bfd5fe0aaff3760dd77812,163,f104ef1248237e93432dfbe1002a7b92c69435a7,212
test/inductor/test_cudagraph_trees.py,B101,LOW,HIGH,24,45,1,ad0c879e2203145f6d56df0b95af36822220ab8f,216,17358ce77883b5d3666bb3fa20df8635d3d271f1,221
torch/_functorch/_aot_autograd/jit_compile_runtime_wrappers.py,B101,LOW,HIGH,16,40,1,ad0c879e2203145f6d56df0b95af36822220ab8f,216,17358ce77883b5d3666bb3fa20df8635d3d271f1,221
torch/_functorch/_aot_autograd/runtime_wrappers.py,B101,LOW,HIGH,24,76,1,ad0c879e2203145f6d56df0b95af36822220ab8f,216,17358ce77883b5d3666bb3fa20df8635d3d271f1,221
torch/_functorch/_aot_autograd/runtime_wrappers.py,B101,LOW,HIGH,24,56,1,ad0c879e2203145f6d56df0b95af36822220ab8f,216,17358ce77883b5d3666bb3fa20df8635d3d271f1,221
torch/_functorch/partitioners.py,B101,LOW,HIGH,4,33,1,ad0c879e2203145f6d56df0b95af36822220ab8f,216,17358ce77883b5d3666bb3fa20df8635d3d271f1,221
torch/_inductor/cudagraph_trees.py,B101,LOW,HIGH,20,66,1,ad0c879e2203145f6d56df0b95af36822220ab8f,216,17358ce77883b5d3666bb3fa20df8635d3d271f1,221
torch/_inductor/ir.py,B101,LOW,HIGH,16,75,1,ad0c879e2203145f6d56df0b95af36822220ab8f,216,17358ce77883b5d3666bb3fa20df8635d3d271f1,221
torch/_prims/rng_prims.py,B101,LOW,HIGH,8,76,3,ad0c879e2203145f6d56df0b95af36822220ab8f,216,17358ce77883b5d3666bb3fa20df8635d3d271f1,221
benchmarks/dynamo/cachebench.py,B101,LOW,HIGH,4,56,3,bb7e8fbd668c7c8931436b4a935b26911cbe0daf,101,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/serialization.py,B101,LOW,HIGH,8,91,3,52f6d4aa3094c9d7a0ea28a04350d18d4ed644b1,71,c73a92fbf5b8c44cac834358804dfa752f776939,243
benchmarks/dynamo/common.py,B101,LOW,HIGH,12,67,3,edaf9ddeb5bddc1e2582886397d6316262bcd861,174,c73a92fbf5b8c44cac834358804dfa752f776939,243
benchmarks/dynamo/common.py,B101,LOW,HIGH,8,46,3,edaf9ddeb5bddc1e2582886397d6316262bcd861,174,c73a92fbf5b8c44cac834358804dfa752f776939,243
benchmarks/dynamo/common.py,B101,LOW,HIGH,12,66,3,edaf9ddeb5bddc1e2582886397d6316262bcd861,174,c73a92fbf5b8c44cac834358804dfa752f776939,243
benchmarks/dynamo/common.py,B101,LOW,HIGH,4,74,3,edaf9ddeb5bddc1e2582886397d6316262bcd861,174,c73a92fbf5b8c44cac834358804dfa752f776939,243
test/onnx/torchlib/ops_test_common.py,B101,LOW,HIGH,8,93,3,086d146f6ffcac9c985126428ce86c4672eff9b6,33,c73a92fbf5b8c44cac834358804dfa752f776939,243
test/test_foreach.py,B101,LOW,HIGH,12,97,3,086d146f6ffcac9c985126428ce86c4672eff9b6,33,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_ops.py,B101,LOW,HIGH,12,79,3,086d146f6ffcac9c985126428ce86c4672eff9b6,33,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_ops.py,B101,LOW,HIGH,16,89,3,086d146f6ffcac9c985126428ce86c4672eff9b6,33,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_ops.py,B101,LOW,HIGH,16,94,3,086d146f6ffcac9c985126428ce86c4672eff9b6,33,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_ops.py,B101,LOW,HIGH,16,68,3,086d146f6ffcac9c985126428ce86c4672eff9b6,33,c73a92fbf5b8c44cac834358804dfa752f776939,243
test/test_nestedtensor.py,B101,LOW,HIGH,12,95,3,9a1f720a72dbfb93673fde94152171b10ef6c1ad,240,c73a92fbf5b8c44cac834358804dfa752f776939,243
test/run_test.py,B101,LOW,HIGH,4,80,3,7ffae2c028abf7fed547fd2b8bc3da83f3dc0c49,170,c73a92fbf5b8c44cac834358804dfa752f776939,243
test/run_test.py,B101,LOW,HIGH,8,81,3,7ffae2c028abf7fed547fd2b8bc3da83f3dc0c49,170,c73a92fbf5b8c44cac834358804dfa752f776939,243
test/run_test.py,B101,LOW,HIGH,8,80,3,7ffae2c028abf7fed547fd2b8bc3da83f3dc0c49,170,c73a92fbf5b8c44cac834358804dfa752f776939,243
tools/autograd/gen_python_functions.py,B101,LOW,HIGH,8,112,1,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
tools/autograd/gen_python_functions.py,B101,LOW,HIGH,12,66,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
tools/autograd/gen_variable_type.py,B101,LOW,HIGH,16,78,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
tools/autograd/gen_variable_type.py,B101,LOW,HIGH,16,84,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
tools/autograd/gen_variable_type.py,B101,LOW,HIGH,24,110,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
tools/autograd/gen_variable_type.py,B101,LOW,HIGH,12,94,4,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_jit_internal.py,B101,LOW,HIGH,12,76,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/onnx/symbolic_helper.py,B101,LOW,HIGH,12,67,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/api/types/signatures.py,B101,LOW,HIGH,8,130,1,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/dest/lazy_ir.py,B101,LOW,HIGH,12,60,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/dest/lazy_ir.py,B101,LOW,HIGH,12,68,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/dest/lazy_ir.py,B101,LOW,HIGH,8,55,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/dest/ufunc.py,B101,LOW,HIGH,16,69,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/gen.py,B101,LOW,HIGH,12,121,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/gen.py,B101,LOW,HIGH,12,74,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/gen_backend_stubs.py,B101,LOW,HIGH,4,90,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/gen_backend_stubs.py,B101,LOW,HIGH,4,102,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/gen_backend_stubs.py,B101,LOW,HIGH,4,93,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/gen_backend_stubs.py,B101,LOW,HIGH,4,94,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/gen_backend_stubs.py,B101,LOW,HIGH,4,73,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/gen_backend_stubs.py,B101,LOW,HIGH,8,118,5,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/gen_backend_stubs.py,B101,LOW,HIGH,12,59,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/gen_executorch.py,B101,LOW,HIGH,12,100,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,8,51,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,16,79,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,16,98,10,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,8,111,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,12,78,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,16,71,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,12,69,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,8,92,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,8,41,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,8,54,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,16,67,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,12,87,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,8,44,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,8,114,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,16,86,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,8,76,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,12,123,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,8,40,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,12,143,1,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,8,46,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,8,72,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,12,75,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,16,68,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/model.py,B101,LOW,HIGH,16,72,3,754fb834db249b9b90d45a077591d309871c2a76,72,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_meta_registrations.py,B101,LOW,HIGH,4,92,9,3ecfe6be256c585bcadf4c845d7119545444a222,147,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_meta_registrations.py,B101,LOW,HIGH,4,114,3,3ecfe6be256c585bcadf4c845d7119545444a222,147,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_meta_registrations.py,B101,LOW,HIGH,8,76,3,3ecfe6be256c585bcadf4c845d7119545444a222,147,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_meta_registrations.py,B101,LOW,HIGH,8,135,3,3ecfe6be256c585bcadf4c845d7119545444a222,147,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_meta_registrations.py,B101,LOW,HIGH,4,100,3,3ecfe6be256c585bcadf4c845d7119545444a222,147,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_meta_registrations.py,B101,LOW,HIGH,4,78,3,3ecfe6be256c585bcadf4c845d7119545444a222,147,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_meta_registrations.py,B101,LOW,HIGH,4,69,3,3ecfe6be256c585bcadf4c845d7119545444a222,147,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_meta_registrations.py,B101,LOW,HIGH,8,105,10,3ecfe6be256c585bcadf4c845d7119545444a222,147,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_meta_registrations.py,B101,LOW,HIGH,8,70,3,3ecfe6be256c585bcadf4c845d7119545444a222,147,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_meta_registrations.py,B101,LOW,HIGH,8,59,3,3ecfe6be256c585bcadf4c845d7119545444a222,147,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_meta_registrations.py,B101,LOW,HIGH,4,68,3,3ecfe6be256c585bcadf4c845d7119545444a222,147,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/utils.py,B101,LOW,HIGH,8,110,3,580f1183b4deb047e47887dca94b60f6f60ed4da,120,c73a92fbf5b8c44cac834358804dfa752f776939,243
torchgen/utils.py,B101,LOW,HIGH,20,64,3,580f1183b4deb047e47887dca94b60f6f60ed4da,120,c73a92fbf5b8c44cac834358804dfa752f776939,243
torch/_inductor/cudagraph_trees.py,B101,LOW,HIGH,20,47,1,17358ce77883b5d3666bb3fa20df8635d3d271f1,221,481a57bc37ffb90a670e63a7bdbfb68314190943,257
torch/_dynamo/variables/higher_order_ops.py,B101,LOW,HIGH,4,53,3,7c71ab1d40992ea2660bb124152e95b7a9a5119d,199,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/variables/higher_order_ops.py,B101,LOW,HIGH,16,73,3,7c71ab1d40992ea2660bb124152e95b7a9a5119d,199,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/variables/higher_order_ops.py,B101,LOW,HIGH,16,55,3,7c71ab1d40992ea2660bb124152e95b7a9a5119d,199,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/variables/higher_order_ops.py,B101,LOW,HIGH,24,101,3,7c71ab1d40992ea2660bb124152e95b7a9a5119d,199,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/variables/functions.py,B101,LOW,HIGH,8,60,3,73e963459e11932d179c54f12f1acbb495972507,196,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/variables/user_defined.py,B101,LOW,HIGH,8,80,3,f46f0e465c84c7a50192162d176d8a669445142f,194,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/variables/user_defined.py,B101,LOW,HIGH,12,81,3,f46f0e465c84c7a50192162d176d8a669445142f,194,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/utils.py,B101,LOW,HIGH,8,51,3,c5bf9aaf1cc652a8331e4b0e12375c703c0548bc,233,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/utils.py,B101,LOW,HIGH,8,66,3,c5bf9aaf1cc652a8331e4b0e12375c703c0548bc,233,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/utils.py,B101,LOW,HIGH,4,58,3,c5bf9aaf1cc652a8331e4b0e12375c703c0548bc,233,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/utils.py,B101,LOW,HIGH,8,65,3,c5bf9aaf1cc652a8331e4b0e12375c703c0548bc,233,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/utils.py,B101,LOW,HIGH,8,67,3,c5bf9aaf1cc652a8331e4b0e12375c703c0548bc,233,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_decomp/decompositions.py,B101,LOW,HIGH,4,80,3,c644f4c5febf71927ff5feb57b6631dfdfb49c6c,86,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_decomp/decompositions.py,B101,LOW,HIGH,4,137,3,c644f4c5febf71927ff5feb57b6631dfdfb49c6c,86,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_decomp/decompositions.py,B101,LOW,HIGH,4,73,3,c644f4c5febf71927ff5feb57b6631dfdfb49c6c,86,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_decomp/decompositions.py,B101,LOW,HIGH,8,88,3,c644f4c5febf71927ff5feb57b6631dfdfb49c6c,86,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_decomp/decompositions.py,B101,LOW,HIGH,4,68,3,c644f4c5febf71927ff5feb57b6631dfdfb49c6c,86,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_decomp/decompositions.py,B101,LOW,HIGH,4,105,3,c644f4c5febf71927ff5feb57b6631dfdfb49c6c,86,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_decomp/decompositions.py,B101,LOW,HIGH,4,109,3,c644f4c5febf71927ff5feb57b6631dfdfb49c6c,86,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_decomp/decompositions.py,B101,LOW,HIGH,4,69,3,c644f4c5febf71927ff5feb57b6631dfdfb49c6c,86,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/compiled_autograd.py,B101,LOW,HIGH,12,73,3,0a2da008f8221b79b34a3a9d2190578f76fbf1ed,176,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/comptime.py,B101,LOW,HIGH,8,88,3,3fd68e4e2f5df96b942e77b58e5d2a74814530df,168,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/convert_frame.py,B101,LOW,HIGH,16,101,3,c5bf9aaf1cc652a8331e4b0e12375c703c0548bc,233,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/convert_frame.py,B101,LOW,HIGH,16,102,3,c5bf9aaf1cc652a8331e4b0e12375c703c0548bc,233,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/convert_frame.py,B101,LOW,HIGH,8,72,3,c5bf9aaf1cc652a8331e4b0e12375c703c0548bc,233,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/convert_frame.py,B101,LOW,HIGH,20,99,3,c5bf9aaf1cc652a8331e4b0e12375c703c0548bc,233,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/guards.py,B101,LOW,HIGH,8,97,3,cf6d1e68244c8376e72e536dba0acae913a038bd,169,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/output_graph.py,B101,LOW,HIGH,12,76,3,7e0ef2c84494d10efeb9ce89b0c2a9ac1574253a,195,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/output_graph.py,B101,LOW,HIGH,8,54,3,7e0ef2c84494d10efeb9ce89b0c2a9ac1574253a,195,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/output_graph.py,B101,LOW,HIGH,12,119,3,7e0ef2c84494d10efeb9ce89b0c2a9ac1574253a,195,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/output_graph.py,B101,LOW,HIGH,8,86,3,7e0ef2c84494d10efeb9ce89b0c2a9ac1574253a,195,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/output_graph.py,B101,LOW,HIGH,16,71,3,7e0ef2c84494d10efeb9ce89b0c2a9ac1574253a,195,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/symbolic_convert.py,B101,LOW,HIGH,12,72,3,cf6d1e68244c8376e72e536dba0acae913a038bd,169,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/symbolic_convert.py,B101,LOW,HIGH,8,62,3,cf6d1e68244c8376e72e536dba0acae913a038bd,169,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/symbolic_convert.py,B101,LOW,HIGH,16,73,3,cf6d1e68244c8376e72e536dba0acae913a038bd,169,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/variables/builder.py,B101,LOW,HIGH,8,75,3,0edb2da4a43886fa3f2b95c4b7b7ffdd7f6c4f43,259,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/variables/builder.py,B101,LOW,HIGH,8,48,3,0edb2da4a43886fa3f2b95c4b7b7ffdd7f6c4f43,259,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/variables/builder.py,B101,LOW,HIGH,12,51,3,0edb2da4a43886fa3f2b95c4b7b7ffdd7f6c4f43,259,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/variables/builder.py,B101,LOW,HIGH,12,130,3,0edb2da4a43886fa3f2b95c4b7b7ffdd7f6c4f43,259,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/variables/builder.py,B101,LOW,HIGH,4,73,3,0edb2da4a43886fa3f2b95c4b7b7ffdd7f6c4f43,259,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/variables/builder.py,B101,LOW,HIGH,8,95,3,0edb2da4a43886fa3f2b95c4b7b7ffdd7f6c4f43,259,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/_dynamo/variables/torch.py,B101,LOW,HIGH,12,67,3,eb08ada5d318c67fa375b62488476da2eac16977,197,3ce352e389a5d6b69134360252f79d6b3d768eec,261
torch/distributed/pipelining/stage.py,B101,LOW,HIGH,8,68,3,5d26b7108f4dd704921b5abeb07d3446a8ab9044,25,995df34b19387f672fc49ba4197e56c11ad52f7f,273
torch/distributed/pipelining/stage.py,B101,LOW,HIGH,8,70,3,5d26b7108f4dd704921b5abeb07d3446a8ab9044,25,995df34b19387f672fc49ba4197e56c11ad52f7f,273
torch/distributed/pipelining/stage.py,B101,LOW,HIGH,12,87,3,5d26b7108f4dd704921b5abeb07d3446a8ab9044,25,995df34b19387f672fc49ba4197e56c11ad52f7f,273
torch/distributed/pipelining/stage.py,B101,LOW,HIGH,8,74,3,5d26b7108f4dd704921b5abeb07d3446a8ab9044,25,995df34b19387f672fc49ba4197e56c11ad52f7f,273
torch/distributed/pipelining/stage.py,B101,LOW,HIGH,12,89,3,5d26b7108f4dd704921b5abeb07d3446a8ab9044,25,995df34b19387f672fc49ba4197e56c11ad52f7f,273
torch/distributed/pipelining/stage.py,B101,LOW,HIGH,8,76,3,5d26b7108f4dd704921b5abeb07d3446a8ab9044,25,995df34b19387f672fc49ba4197e56c11ad52f7f,273
torch/distributed/pipelining/stage.py,B101,LOW,HIGH,12,58,3,5d26b7108f4dd704921b5abeb07d3446a8ab9044,25,995df34b19387f672fc49ba4197e56c11ad52f7f,273
torch/distributed/pipelining/stage.py,B101,LOW,HIGH,12,56,3,5d26b7108f4dd704921b5abeb07d3446a8ab9044,25,995df34b19387f672fc49ba4197e56c11ad52f7f,273
torch/distributed/pipelining/stage.py,B101,LOW,HIGH,12,79,3,5d26b7108f4dd704921b5abeb07d3446a8ab9044,25,995df34b19387f672fc49ba4197e56c11ad52f7f,273
